,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
30623,28.0,4.5,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,9.122100805284978
30624,,,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,15,17731.568125192913
30625,36.0,3.5,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,12.100062420926562
30626,34.0,4.4,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,32,6.232472211068167
30627,30.0,4.8,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,10.906470984750944
30628,34.0,4.8,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,33,9.088084091848637
30629,26.0,4.4,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,35,19.974363119326032
30630,21.0,4.9,Windy,Jam,1,Meal,scooter,1.0,No,Urban,26,9.178605956722741
30631,29.0,4.9,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,7.648179253529236
30632,24.0,4.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,10.868130915472097
30633,26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20.206315811340712
30634,26.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,1.5545020816174304
30635,27.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,11.919595217625693
30636,36.0,4.3,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,4.674153679700532
30637,23.0,5.0,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,13.76389621081436
30638,26.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,12.2363228098626
30639,25.0,4.8,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,36,10.906412696635394
30640,28.0,4.9,Windy,Low,2,Drinks,electric_scooter,0.0,No,,17,19.87568060491353
30641,27.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,10.806365520694287
30642,22.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,11.92347254052135
30643,32.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,40,19.659851482294183
30644,28.0,3.3,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,42,10.865866087612565
30645,27.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,20,2.9802493856658896
30646,36.0,4.7,Cloudy,Jam,2,Drinks,scooter,2.0,Yes,Metropolitian,47,17.297865752893937
30647,32.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,20,10.724956120107805
30648,33.0,5.0,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,7.761160094214897
30649,22.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,16.851359915641797
30650,35.0,4.6,Stormy,Low,2,Snack,electric_scooter,0.0,No,Urban,15,13.972194586988255
30651,29.0,4.5,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,45,13.406088270735234
30652,32.0,4.5,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,1.4898291514790005
30653,33.0,3.4,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,34,16.825674553475086
30654,27.0,5.0,Fog,Jam,0,Drinks,motorcycle,0.0,Yes,Metropolitian,41,10.86487049866026
30655,21.0,4.8,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,25,16.722548420695954
30656,33.0,3.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,35,16.84990409547342
30657,38.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,12.464189804361935
30658,24.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,3.1050761852860433
30659,22.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,15,9.313990607346351
30660,26.0,4.8,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,13.787803344558727
30661,24.0,4.5,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,19.661022213462363
30662,20.0,4.5,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,2.9796333013861087
30663,25.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,8.953146585332123
30664,,,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,19.688394563499163
30665,31.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,7.762461854606564
30666,37.0,4.4,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,12.23672361637089
30667,24.0,4.7,Sunny,Low,0,Snack,motorcycle,,No,Metropolitian,16,1.554619808075942
30668,32.0,4.5,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,26,6.036610249766438
30669,29.0,4.6,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,15,16.47629640796362
30670,33.0,4.8,Fog,Jam,1,Drinks,scooter,2.0,Yes,Urban,40,19.762388480865113
30671,39.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,15,4.674644234004984
30672,35.0,4.5,Cloudy,High,2,Meal,motorcycle,1.0,No,Metropolitian,28,3.1044024322563075
30673,27.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,24,16.38489468674857
30674,33.0,4.9,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,46,11.916994721377764
30675,27.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,,29,6.209141643162485
30676,35.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,14.022253362414991
30677,24.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,17.297865752893937
30678,33.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,13.830329613025349
30679,33.0,4.7,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,33,6.039377797718822
30680,36.0,4.9,Windy,High,0,Meal,motorcycle,2.0,No,Metropolitian,41,1.4897343036527078
30681,34.0,4.6,Cloudy,Low,2,Snack,motorcycle,1.0,No,Urban,19,7.562921044804813
30682,24.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,11,7.762510040158512
30683,39.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,1.5130734531037866
30684,31.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,1.4981250820108054
30685,20.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,17,3.1091253366187095
30686,38.0,4.2,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,36,19.615926964390486
30687,32.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,9.435201537103644
30688,32.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,6.11986671196581
30689,22.0,4.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,23,12.256597748461688
30690,31.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,10.594638144297498
30691,20.0,4.7,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,19,17.074904296022552
30692,24.0,4.7,Stormy,High,2,Buffet,electric_scooter,,No,Urban,10,6.176576611902472
30693,24.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,11,4.663432201223702
30694,31.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,7.772466272092122
30695,21.0,4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33,16.720678992734786
30696,32.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,13.680908173933178
30697,25.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,12,7.441146336894239
30698,37.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,1.5136457204830098
30699,26.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,11,8.79023546601885
30700,27.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,35,19.916260009778256
30701,27.0,5.0,Stormy,High,1,Drinks,motorcycle,1.0,No,Urban,13,6.1474151988243495
30702,22.0,4.9,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Metropolitian,23,5.95875624214082
30703,37.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,17.097896810796783
30704,25.0,4.7,Windy,Medium,2,Meal,motorcycle,1.0,No,,23,5.8748161579801055
30705,25.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,13.97314205020679
30706,32.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,9.219708855854169
30707,29.0,4.5,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,15,17.075594401053486
30708,38.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,19.67249528098508
30709,,,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,23,12.241187679867675
30710,36.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,19.04318217718189
30711,37.0,4.4,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,4.6571953934116594
30712,27.0,4.5,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,10.710903359460598
30713,32.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,10.641157729145194
30714,28.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,19,4.717601091654031
30715,25.0,4.5,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,19.68855300536724
30716,36.0,4.5,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,3.1089881509471686
30717,35.0,4.8,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,13,1.5320260200767226
30718,35.0,3.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,40,12.58026782216666
30719,34.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,22,13.611566722180864
30720,36.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,4.395412963255238
30721,29.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Urban,18,6.210141144572054
30722,29.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,7.790109178715557
30723,26.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,15,20.442929762531403
30724,30.0,4.7,Stormy,High,1,Meal,motorcycle,1.0,No,Urban,27,3.073687982401827
30725,29.0,4.7,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,8.940167719530896
30726,23.0,4.8,Stormy,High,2,Meal,scooter,0.0,No,Urban,12,6.210098947835142
30727,32.0,4.9,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,31,1.5725337265584898
30728,,,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,19.9756321755438
30729,38.0,4.5,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,4423.410334200732
30730,39.0,3.9,Sandstorms,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,36,12.294166376140266
30731,21.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,43,20.253584375811304
30732,22.0,4.3,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,38,3.1450674354101187
30733,22.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,19.76188003558885
30734,36.0,4.8,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,32,5.968985457227428
30735,35.0,4.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,42,19.36342948175045
30736,26.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,15,20.25296785008508
30737,22.0,4.6,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,38,20.18348136584721
30738,36.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,11,1.5126653174804872
30739,33.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,32,1.5298253559795927
30740,39.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,4.589038750634467
30741,33.0,5.0,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,1.5094675817485792
30742,30.0,4.8,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,18,12.419787918850325
30743,26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,1.5545063763453175
30744,27.0,4.5,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,29,13.78906644054204
30745,30.0,4.6,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,48,20.851544689518757
30746,34.0,4.5,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,38,16.597659420316152
30747,24.0,5.0,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,15,4.544208221502186
30748,31.0,4.2,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,34,19.659824899493145
30749,24.0,4.3,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,6.0375291764930346
30750,39.0,4.2,Cloudy,High,2,Snack,electric_scooter,1.0,No,Urban,32,6.080891507792573
30751,22.0,4.9,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,23,12.16113135009256
30752,24.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,10,13.972751063562482
30753,30.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,7.54517470504723
30754,30.0,4.4,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,34,10.641157729145194
30755,30.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Urban,18,2.9797634982085457
30756,27.0,4.6,Sunny,Medium,2,Snack,electric_scooter,1.0,,Metropolitian,12,6.049993267641912
30757,37.0,4.4,Windy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,6.2100304770845565
30758,20.0,5.0,Sunny,Jam,1,Drinks,motorcycle,0.0,No,,10,7.762500242422377
30759,31.0,4.5,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,29,6.210607623138685
30760,23.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,10.563519849283493
30761,31.0,4.5,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,9.055848503913687
30762,20.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,4.657625566751807
30763,33.0,4.9,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,26,6.049956259897484
30764,20.0,5.0,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,14.152800689506924
30765,39.0,4.5,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,9.220397882664482
30766,21.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,15,7.761284984497349
30767,30.0,4.9,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,16.903142341161267
30768,25.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,3.0645346585147153
30769,20.0,4.0,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,3.0527486009306397
30770,34.0,3.9,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,10.880651848338768
30771,,,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,4.4684124408860795
30772,36.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,4.5612679979759
30773,37.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,28,13.788846116901425
30774,23.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,9.315024038674505
30775,27.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,13.612393202875259
30776,39.0,4.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,45,12.256834609448987
30777,21.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,,Metropolitian,11,7.763197145384553
30778,27.0,4.5,Sunny,Jam,2,Buffet,scooter,0.0,,Metropolitian,11,7.448970151987273
30779,35.0,5.0,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,4.595393825255733
30780,22.0,4.1,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,4.530103328700808
30781,34.0,4.5,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,26,10.594638144297498
30782,31.0,4.4,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,37,20.851578809538687
30783,24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.546800541109527
30784,23.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,17.137935931424575
30785,29.0,4.5,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,24,9.34812842317956
30786,20.0,4.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,39,19.39544558136144
30787,31.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.6833326723151325
30788,27.0,4.9,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,27,9.326651351852167
30789,37.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,29,3.0406886347781126
30790,21.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,17.137414711860412
30791,39.0,4.6,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,35,20.181186875223194
30792,21.0,5.0,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,3.018226485755646
30793,37.0,4.2,Windy,Jam,0,Meal,motorcycle,2.0,No,Semi-Urban,52,12.419850660021845
30794,20.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,26,19.76105000354109
30795,27.0,4.7,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,23,7.862668167467362
30796,23.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,17,17.078706390612158
30797,25.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,22,16.635518179491516
30798,29.0,4.6,Sunny,Jam,2,Meal,electric_scooter,,No,Metropolitian,17,12.1616054457833
30799,,,Fog,High,0,Buffet,motorcycle,0.0,No,Urban,33,6.118933768592631
30800,29.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,,12,8.937860881520818
30801,30.0,4.7,Fog,Medium,1,Meal,scooter,1.0,No,Urban,18,6.0371184401733125
30802,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,27,12.419649807496642
30803,28.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,43,10.565262855059668
30804,34.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,4.4684124408860795
30805,22.0,4.8,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,10.427575355121444
30806,26.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,1.4653274468861652
30807,38.0,4.7,Cloudy,Medium,1,Meal,scooter,,No,Metropolitian,16,8.942954308288511
30808,35.0,4.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,54,20.17900385808636
30809,26.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,27,4.596576883661558
30810,32.0,4.5,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18,4.656983637835054
30811,30.0,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,20,6.210605364046061
30812,50.0,6.0,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,15,17354.406517098647
30813,37.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,17.297865752893937
30814,23.0,4.0,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,33,2.93043654883665
30815,32.0,4.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,8.952838725572827
30816,34.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,20,9.363675101670445
30817,34.0,4.5,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,30,9.31611412794399
30818,,,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,3.0733915722127305
30819,25.0,4.7,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,18,10.587131069190379
30820,35.0,4.6,Windy,Medium,0,Snack,motorcycle,,No,Metropolitian,31,16.476481315354967
30821,24.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,12.464266687781873
30822,,,Sunny,Medium,2,Meal,scooter,1.0,No,Urban,12,9.348403335010415
30823,29.0,5.0,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,10.86826281991422
30824,34.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,9.075521306348927
30825,36.0,4.6,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,6.08110848446664
30826,35.0,4.8,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,26,6.0371184401733125
30827,35.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,24,12.484534174316844
30828,33.0,4.6,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,30,16.38432435965867
30829,21.0,4.8,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,4.67433378761763
30830,39.0,4.8,Windy,High,2,Buffet,electric_scooter,1.0,No,Urban,27,6.081535937133612
30831,32.0,4.4,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,39,6.037225392395853
30832,32.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,13.40703366833951
30833,25.0,3.5,Sunny,Low,2,Drinks,scooter,2.0,Yes,Metropolitian,40,10.705468478335929
30834,20.0,5.0,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,32,13.971759900481574
30835,38.0,4.4,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,17.098061238885432
30836,36.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,3.105091097288089
30837,39.0,4.3,Stormy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,34,12.117044368640626
30838,26.0,4.8,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3.02036006160608
30839,26.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,3.1450674354101187
30840,38.0,4.8,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,12.107331188601663
30841,38.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,21,1.5725337265584898
30842,27.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,17.297865752893937
30843,22.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Urban,10,3.0527358301816365
30844,31.0,3.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,40,13.972036025840136
30845,33.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,10.565155904072418
30846,24.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,11,1.5523182850562793
30847,30.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,11.937162485249386
30848,37.0,4.0,Stormy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,54,13.611585111828559
30849,38.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,3.0188267879112627
30850,36.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,17,1.52998844527728
30851,39.0,4.9,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,38,10.724960763582049
30852,34.0,4.6,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,20.17889371360666
30853,23.0,4.2,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,20.068684908565828
30854,36.0,4.3,Cloudy,High,2,Snack,motorcycle,0.0,No,Metropolitian,34,6.210045163086574
30855,34.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,30,4.528183776374744
30856,28.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,10.485790436098842
30857,21.0,4.7,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,13,6.209199248009474
30858,39.0,5.0,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,22,11.007734763545226
30859,38.0,4.5,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,10.564540523636872
30860,28.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Urban,25,20.853426491864234
30861,34.0,4.2,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42,4.596745626394614
30862,33.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,28,10.564974101413034
30863,32.0,5.0,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,19,3.1161417133993528
30864,32.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,7.601368938169582
30865,26.0,4.8,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,44,11.71980127031202
30866,39.0,4.9,Fog,Low,2,Snack,scooter,1.0,No,Urban,17,7.763196932772446
30867,38.0,4.7,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,7.4900645996255095
30868,39.0,4.6,Fog,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,38,7.450185408300296
30869,24.0,4.9,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,18,1.5321547964178643
30870,20.0,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,24,20.207797933361025
30871,30.0,4.9,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,30,4.610254758556906
30872,35.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,13.989450297015923
30873,26.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,10,10.757554772962694
30874,29.0,4.1,Fog,Medium,1,Meal,scooter,0.0,No,Urban,35,17.07353769059465
30875,26.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,16.852701563903537
30876,38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,5.958963420432021
30877,29.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,13,13.216577965843507
30878,26.0,4.9,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Urban,16,1.5525801566280677
30879,31.0,4.6,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,27,12.483922393611664
30880,27.0,4.7,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,23,7.790172211413522
